,ethena-usde_SUSDE_Ethereum,aave-v3_PT-SUSDE-31JUL2025_Ethereum,aave-v3_USDT_Ethereum,aave-v3_PT-EUSDE-14AUG2025_Ethereum,morpho-blue_SPARKUSDC_Base,aave-v3_USDC_Ethereum,fluid-lending_USDC_Ethereum,aave-v3_SUSDE_Ethereum,morpho-blue_USUALUSDC+_Ethereum,aave-v3_USDE_Ethereum,fluid-lending_USDT_Ethereum,morpho-blue_STEAKUSDC_Ethereum,morpho-blue_SPDAI_Ethereum,aave-v3_PT-USDE-31JUL2025_Ethereum,morpho-blue_REUSDC_Ethereum,morpho-blue_PT-USDS-14AUG2025_Ethereum,morpho-blue_BBQUSDC_Ethereum,morpho-blue_SYRUPUSDC_Ethereum,aave-v3_USDS_Ethereum,morpho-blue_PT-SYRUPUSDC-28AUG2025_Ethereum,morpho-blue_GTUSDCCORE_Ethereum,morpho-blue_STEAKUSDT_Ethereum,aave-v3_USDC_Arbitrum,aave-v3_USDC_Avalanche,morpho-blue_GTUSDC_Ethereum,morpho-blue_HUSDC_Ethereum,morpho-blue_PT-SUSDE-31JUL2025_Ethereum,morpho-blue_SMUSDC_Base,morpho-blue_GTUSDCF_Ethereum,morpho-blue_CSUSDC_Ethereum,aave-v3_DAI_Ethereum,fluid-lending_USDC_Arbitrum,morpho-blue_MWUSDC_Base,fluid-lending_SUSDE_Ethereum,morpho-blue_HYPERUSDC_Ethereum,aave-v3_USDT_Avalanche,fluid-lending_SUSDS_Ethereum,aave-v3_PT-EUSDE-29MAY2025_Ethereum,aave-v3_USDC_Base,morpho-blue_VBSHUSDC_Ethereum,fluid-lending_USDC_Polygon,aave-v2_USDC_Ethereum,fluid-lending_USDC_Base,fluid-lending_USDT_Polygon,aave-v3_USDT_Polygon,aave-v3_USDC_Polygon,morpho-blue_SUSDE_Ethereum,morpho-blue_GTUSDT_Ethereum,morpho-blue_RESOLVUSDC_Ethereum,morpho-blue_FUSDC_Ethereum,morpho-blue_GTEUSDC_Ethereum,morpho-blue_SBMORPHOUSDC_Ethereum,aave-v3_USDTB_Ethereum,euler-v2_USDC_Ethereum,morpho-blue_APRUSDC_Ethereum,aave-v2_DAI_Ethereum,euler-v2_USDC_Avalanche,morpho-blue_EUSDE_Ethereum,morpho-blue_GTDAICORE_Ethereum,aave-v2_USDT_Ethereum,morpho-blue_GTUSDCC_Base,morpho-blue_FXUSDC_Ethereum,morpho-blue_BBQUSDT_Ethereum,euler-v2_EUSDE_Ethereum,morpho-blue_PT-USDE-31JUL2025_Ethereum,morpho-blue_GTUSDCP_Base,morpho-blue_USDE_Ethereum,morpho-blue_HYUSDC_Ethereum,morpho-blue_STEAKUSDC_Base,euler-v2_USDT_Avalanche,morpho-blue_GTMSUSDC_Ethereum,aave-v2_USDC.E_Avalanche,morpho-blue_STEAKUSDCLEVEL_Ethereum,morpho-blue_COUSDC_Base,morpho-blue_APRUSDE_Ethereum,morpho-blue_VBGTUSDT_Ethereum,morpho-blue_MC-USDCP_Ethereum,morpho-blue_RE7USDC_Base,euler-v2_USDC_Base,morpho-blue_IMF-USDS_Ethereum,aave-v3_DAI.E_Avalanche,aave-v2_USDC_Polygon,aave-v3_DAI_Polygon,euler-v2_USDT_Ethereum,aave-v2_DAI_Polygon,morpho-blue_BBQDAI_Ethereum,morpho-blue_HUSDT_Ethereum,morpho-blue_CUSDOUSDC_Ethereum,morpho-blue_MIDASUSDC_Ethereum,morpho-blue_RE7USDCC_Ethereum,morpho-blue_PT-SUSDE-27MAR2025_Ethereum,morpho-blue_USDC_Ethereum,morpho-blue_SUSDS_Ethereum,morpho-blue_EXMUSDC_Base,aave-v3_DAI_Arbitrum,aave-v2_USDT_Polygon,morpho-blue_UUSDC_Base,fluid-lending_SUSDS_Arbitrum,morpho-blue_HYPERUSDT_Ethereum,morpho-blue_9SUSDC11CORE_Ethereum,fluid-lending_SUSDS_Base,morpho-blue_SAFE-STEAKUSDT_Ethereum,aave-v3_SDAI_Ethereum,morpho-blue_APRUSDC_Base,morpho-blue_PT-SUSDE-29MAY2025_Ethereum,aave-v2_USDT.E_Avalanche,morpho-blue_BBUSDT_Ethereum,morpho-aave_USDC_Ethereum,morpho-blue_STEAKSUSDS_Base,morpho-blue_PT-EUSDE-29MAY2025_Ethereum,morpho-blue_GTAUSDC_Ethereum,morpho-blue_USDCRWA_Ethereum,morpho-blue_OHMSUSDS_Ethereum,morpho-blue_RE7USDT_Ethereum,morpho-blue_SAFE-STEAKUSDC_Ethereum,morpho-blue_STEAKUSDTLITE_Ethereum,morpho-blue_STEAKUSDCRWA_Base,morpho-blue_9SUSDCCORE_Ethereum,aave-v2_DAI.E_Avalanche,morpho-blue_PRUDENTUSDC_Base,euler-v2_SUSDS_Ethereum,morpho-blue_MC.EUSDC_Ethereum,morpho-blue_SAMM-USDC-CUSDO_Base,morpho-blue_YMVOG-DAI_Ethereum,morpho-blue_SAFE-STEAKUSDC_Base,morpho-blue_STKCVXCRVUSDCWBTCWETH-MORPHO_Ethereum,morpho-blue_YMVOG-USDC_Base,euler-v2_USDE_Ethereum,morpho-blue_STKCVXCRVUSDETHCRV-MORPHO_Ethereum,morpho-blue_STKCVXCRVCRVUSDTBTCWSTETH-MORPHO_Ethereum,morpho-blue_PT-SUSDE-27FEB2025_Ethereum,morpho-blue_BBQUSDC_Base,morpho-blue_BBUSDC_Ethereum,morpho-blue_GTSUSDSC_Base,morpho-blue_RE7USDCP_Ethereum,aave-v3_EUSDE_Ethereum,morpho-blue_HDAI_Ethereum,morpho-blue_INDEUSDC_Base,euler-v2_SUSDE_Ethereum,morpho-blue_DUPLICATEDKEY.USDC_Ethereum,morpho-blue_STEAKUSDCRWA_Ethereum,euler-v2_SDAI_Ethereum,morpho-blue_PYTHUSDC_Base,morpho-blue_MJUSDC_Base,morpho-aave_USDT_Ethereum,morpho-compound_USDT_Ethereum,euler-v2_USDS_Base,morpho-blue_USDC_Base,morpho-blue_IONICUSDC_Base,morpho-blue_AUSDC_Base,morpho-blue_SDAI_Ethereum,morpho-blue_CERESUSDE_Ethereum,morpho-blue_STKCVXCRVUSDTWBTCWETH-MORPHO_Ethereum,morpho-blue_PT-EUSDE-14AUG2025_Ethereum,morpho-blue_ELIXIRUSDC_Ethereum,morpho-compound_USDC_Ethereum,morpho-compound_DAI_Ethereum,morpho-blue_GTUSDCF_Base,morpho-blue_USDCDOJO_Ethereum,morpho-blue_LUMENUSDC_Base,morpho-blue_GTUSDTC_Ethereum
2024-08-06,14.82302,0.0,4.14802,0.0,0.0,0.0,0.0,0.0,11.81994,9.14249,12.12245,4.08448,6.51808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.50326,4.18737,3.74164,4.08628,3.42332,0.0,0.0,0.0,0.0,0.0,2.92837,0.0,1.44992,0.0,0.0,5.12551,0.0,0.0,4.78122,0.0,0.0,1.60277,0.0,0.0,4.13732,3.42826,8.18549,4.3191,0.0,0.0,26.15676,0.0,0.0,0.0,0.0,0.77041,0.0,0.0,5.83189,2.05636,1.36723,10.27427,0.0,0.0,0.0,1.12968,8.9353,0.0,1.36282,0.0,0.0,1.0907,0.0,0.0,0.0,0.0,0.0,3.67026,0.0,0.0,3.46689,0.0005,2.71125,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23267,0.00777,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.20767,0.05217,3.15894,0.0,0.0,0.0,11.60851,0.0,7.64427,0.0,0.0,0.0,0.0,1.78378,0.0,0.0,0.0,0.0,0.0,0.0,10.66376,0.0,0.0,8.83613,9.92432,0.0,0.0,4.08075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11912,3.77559,0.0,1.74373,0.0,0.0,0.0,0.0,8.17403,0.0,0.0,1.14888,2.52555,0.0,0.0,0.0,0.0
2024-08-07,14.90979,0.0,3.8316,0.0,0.0,0.0,0.0,0.0,10.77562,8.58998,12.89313,3.82992,6.6946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85896,4.12552,3.59761,4.01502,3.14554,0.0,0.0,0.0,0.0,0.0,3.15199,0.0,1.29919,0.0,0.0,4.5349,0.0,0.0,5.07667,0.0,0.0,1.60709,0.0,0.0,4.22574,3.21662,8.37202,4.17228,0.0,0.0,27.5549,0.0,0.0,0.0,0.0,0.77277,0.0,0.0,5.32595,2.04213,1.13005,10.48936,0.0,0.0,0.0,1.22385,18.42376,0.0,1.48676,0.0,0.0,1.04254,0.0,0.0,0.0,0.0,0.0,1.12649,0.0,0.0,3.49253,0.00051,2.68224,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37213,0.00691,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.24448,4.09853,3.16442,0.0,0.0,0.0,9.08948,0.0,7.69042,0.0,0.0,0.0,0.0,1.75043,0.0,0.0,0.0,0.0,0.0,0.0,12.81221,0.0,0.0,9.5711,11.91595,0.0,0.0,3.82324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10072,3.61958,0.0,0.00775,0.0,0.0,0.0,0.0,9.799,0.0,0.0,1.03327,2.46303,0.0,0.0,0.0,0.0
2024-08-08,4.33869,0.0,4.3329,0.0,0.0,0.0,0.0,0.0,30.42228,7.14875,12.86614,3.77367,6.50078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.20466,3.91511,3.84924,4.08671,3.77317,0.0,0.0,0.0,0.0,0.0,3.48141,0.0,1.24273,0.0,0.0,4.32646,0.0,0.0,4.72432,0.0,0.0,1.6538,0.0,0.0,4.24952,3.51955,8.56354,4.01698,0.0,0.0,17.2148,0.0,0.0,0.0,0.0,0.8133,0.0,0.0,5.23038,2.0615,1.21258,6.43616,0.0,0.0,0.0,1.60567,9.14148,0.0,1.06974,0.0,0.0,1.07444,0.0,0.0,0.0,0.0,0.0,1.20808,0.0,0.0,3.48096,0.00063,2.5818,0.0,0.00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99148,0.01154,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.2918,0.04803,3.23533,0.0,0.0,0.0,15.52488,0.0,7.67168,0.0,0.0,0.0,0.0,1.70899,0.0,0.0,0.0,0.0,0.0,0.0,6.02184,0.0,0.0,5.52938,5.60733,0.0,0.0,3.76707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1261,3.6357,0.0,0.00691,0.0,0.0,0.0,0.0,6.29614,0.0,0.0,1.04348,2.55921,0.0,0.0,0.0,0.0
2024-08-09,4.36692,0.0,4.14015,0.0,0.0,0.0,0.0,0.0,7.99403,5.38451,12.83754,4.04423,6.30987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26814,4.19013,3.831,3.96534,4.01682,0.0,0.0,0.0,0.0,0.0,3.5131,0.0,1.31414,0.0,0.0,4.51233,0.0,0.0,4.32765,0.0,0.0,1.77627,0.0,0.0,4.39498,3.21465,1.63271,4.38204,0.0,0.0,17.57983,0.0,0.0,0.0,0.0,0.78671,0.0,0.0,5.14031,2.07963,1.45707,6.4793,0.0,0.0,0.0,1.95407,9.1004,0.0,1.39969,0.0,0.0,1.03974,0.0,0.0,0.0,0.0,0.0,1.6467,0.0,0.0,3.39902,0.00056,2.54573,0.0,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09895,0.00833,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.2923,4.10416,3.38351,0.0,0.0,0.0,8.86628,0.0,8.10669,0.0,0.0,0.0,0.0,1.72532,0.0,0.0,0.0,0.0,0.0,0.0,9.03205,0.0,0.0,7.84608,8.40542,0.0,0.0,4.04592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15068,3.68473,0.0,0.00565,0.0,0.0,0.0,0.0,6.97106,0.0,0.0,1.0501,2.53341,0.0,0.0,0.0,0.0
2024-08-10,4.41354,0.0,4.02071,0.0,0.0,0.0,0.0,0.0,8.08994,8.0812,12.64401,4.09191,5.88136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38112,4.06692,3.74048,4.00114,4.0362,0.0,0.0,0.0,0.0,0.0,3.46534,0.0,1.01613,0.0,0.0,4.11255,0.0,0.0,5.09608,0.0,0.0,1.77825,0.0,0.0,4.32518,3.24047,1.57861,4.32593,0.0,0.0,16.72719,0.0,0.0,0.0,0.0,0.78874,0.0,0.0,5.05,2.28031,1.29857,6.65343,0.0,0.0,0.0,1.65034,9.1005,0.0,1.20456,0.0,0.0,1.03751,0.0,0.0,0.0,0.0,0.0,1.65538,0.0,0.0,3.36696,0.00057,2.51364,0.0,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24626,0.00777,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.30049,3.95312,3.38605,0.0,0.0,0.0,8.83294,0.0,7.34008,0.0,0.0,0.0,0.0,1.72432,0.0,0.0,0.0,0.0,0.0,0.0,5.79287,0.0,0.0,5.04267,5.37251,0.0,0.0,4.09021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5571,3.65928,0.0,0.00733,0.0,0.0,0.0,0.0,4.4859,0.0,0.0,1.05361,3.03554,0.0,0.0,0.0,0.0
2024-08-11,4.43215,0.0,3.78085,0.0,0.0,0.0,0.0,0.0,8.19295,13.56933,12.83776,3.7501,5.54256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21037,3.44371,3.75463,3.92717,3.74856,0.0,0.0,0.0,0.0,0.0,3.60096,0.0,1.01409,0.0,0.0,3.80716,0.0,0.0,4.76344,0.0,0.0,1.84733,0.0,0.0,4.17368,3.26284,1.52725,3.39088,0.0,0.0,16.27721,0.0,0.0,0.0,0.0,0.81405,0.0,0.0,4.53387,3.20254,1.18198,6.5988,0.0,0.0,0.0,1.53873,9.1006,0.0,1.11625,0.0,0.0,1.02263,0.0,0.0,0.0,0.0,0.0,1.4675,0.0,0.0,3.35496,0.00058,2.55991,0.0,0.00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2771,0.00725,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.43449,3.46553,3.47418,0.0,0.0,0.0,8.68106,0.0,6.35086,0.0,0.0,0.0,0.0,1.682,0.0,0.0,0.0,0.0,0.0,0.0,5.99324,0.0,0.0,5.21904,5.58137,0.0,0.0,3.74357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44205,3.68214,0.0,0.00628,0.0,0.0,0.0,0.0,4.64337,0.0,0.0,1.05566,3.04102,0.0,0.0,0.0,0.0
2024-08-12,4.61857,0.0,3.84378,0.0,0.0,0.0,0.0,0.0,12.38488,3.51168,12.86057,3.66376,5.73041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63738,4.471,3.69283,4.01793,3.64858,0.0,0.0,0.0,0.0,0.0,3.7324,0.0,0.92037,0.0,0.0,3.63288,0.0,0.0,4.52136,0.0,0.0,1.73407,0.0,0.0,4.01866,3.10284,1.63804,3.20826,0.0,0.0,16.47187,0.0,0.0,0.0,0.0,0.74146,0.0,0.0,4.45107,2.1596,1.21307,9.23545,0.0,0.0,0.0,1.5279,18.78575,0.0,1.10493,0.0,0.0,0.89917,0.0,0.0,0.0,0.0,0.0,1.46693,0.0,0.0,3.35841,0.00064,2.50083,0.0,0.00054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31897,0.01101,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.4396,3.36574,3.49074,0.0,0.0,0.0,14.69498,0.0,6.28352,0.0,0.0,0.0,0.0,1.68131,0.0,0.0,0.0,0.0,0.0,0.0,6.0792,0.0,0.0,5.29388,5.66138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03953,0.0,4.76365,3.69247,0.0,0.0055,0.0,0.0,0.0,0.0,4.70975,0.0,0.0,1.06209,3.07008,0.0,0.0,0.0,0.0
2024-08-13,4.63404,0.0,3.89629,0.0,0.0,0.0,0.0,0.0,8.58222,3.97738,13.19719,3.91889,5.40193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17145,4.43131,3.91385,4.10612,3.89019,0.0,0.0,0.0,0.0,0.0,3.72693,0.0,0.86024,0.0,0.0,3.7355,0.0,0.0,4.4279,0.0,0.0,1.75325,0.0,0.0,4.10778,3.07069,1.59095,3.16746,0.0,0.0,17.59,0.0,0.0,0.0,0.0,0.75288,0.0,0.0,4.37063,1.81407,1.2951,9.18743,0.0,0.0,0.0,1.54674,19.47741,0.0,1.11117,0.0,0.0,0.90208,0.0,0.0,0.0,0.0,0.0,1.39207,0.0,0.0,3.33954,0.00066,2.67853,0.0,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66052,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.27925,3.33777,3.51704,0.0,0.0,0.0,8.98126,0.0,4.61822,0.0,0.0,0.0,0.0,1.68131,0.0,0.0,0.0,0.0,0.0,0.0,5.11939,0.0,0.0,4.46447,4.77781,0.0,0.0,3.87664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03836,0.0,3.99529,3.63871,0.0,0.00473,0.0,0.0,0.0,0.0,3.97381,0.0,0.0,2.00318,2.28561,0.0,0.0,0.0,0.0
2024-08-14,4.63297,0.0,3.92837,0.0,0.0,0.0,0.0,0.0,11.57533,3.83769,12.78394,3.59756,5.63717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94593,4.47461,4.03958,3.92134,3.55898,0.0,0.0,0.0,0.0,0.0,3.89958,0.0,0.78271,0.0,0.0,3.74988,0.0,0.0,4.68971,0.0,0.0,1.78248,0.0,0.0,4.01982,3.11874,1.54876,3.91421,0.0,0.0,8.63136,0.0,0.0,0.0,0.0,0.75529,0.0,0.0,4.29251,5.17839,1.30163,1.57794,0.0,0.0,0.0,0.0,9.48239,0.0,0.00716,0.0,0.0,0.88893,0.0,0.0,0.0,0.0,0.0,1.41492,0.0,0.0,3.33784,0.0007,2.60653,0.0,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04253,0.01238,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.29375,3.86124,3.55598,0.0,0.0,0.0,9.0718,0.0,3.86954,0.0,0.0,0.0,0.0,1.50839,0.0,0.0,0.0,0.0,0.0,0.0,5.15441,0.0,0.0,4.49416,4.81075,0.0,0.0,3.54199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04473,0.0,11.70148,3.66867,0.0,0.00423,0.0,0.0,0.0,0.0,4.00107,0.0,0.0,2.00349,2.28672,0.0,0.0,0.0,0.0
2024-08-15,4.43934,0.0,3.81884,0.0,0.0,0.0,0.0,0.0,8.35733,3.82147,12.5854,3.58338,5.67192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71283,4.40768,3.75945,4.04731,3.27664,0.0,0.0,0.0,0.0,0.0,4.00612,0.0,0.99626,0.0,0.0,3.75583,0.0,0.0,4.56594,0.0,0.0,1.96221,0.0,0.0,3.86615,3.06573,1.11362,3.87944,0.0,0.0,23.40019,0.0,0.0,0.0,0.0,0.77498,0.0,0.0,4.21895,4.30233,1.25124,8.76877,0.0,0.0,0.0,1.02442,9.48097,0.0,1.01452,0.0,0.0,0.8928,0.0,0.0,0.0,0.0,0.0,1.65174,0.0,0.0,3.3342,0.0007,2.87188,0.0,0.00058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27399,0.00901,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.31759,3.81569,3.75211,0.0,0.0,0.0,9.08337,0.0,4.04257,0.0,0.0,0.0,0.0,1.50885,0.0,0.0,0.0,0.0,0.0,0.0,5.19212,0.0,0.0,4.52822,4.84622,0.0,0.0,3.13095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65351,3.76876,0.0,0.00383,0.0,0.0,0.0,0.0,4.03041,0.0,0.0,2.05007,2.3457,0.0,0.0,0.0,0.0
2024-08-16,4.46625,0.0,3.80242,0.0,0.0,0.0,0.0,0.0,8.6226,3.0875,12.76453,3.60521,5.08302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5206,4.34012,3.79619,4.10375,3.87084,0.0,0.0,0.0,0.0,0.0,3.75912,0.0,1.04303,0.0,0.0,3.85571,0.0,0.0,4.71255,0.0,0.0,3.53842,0.0,0.0,3.78184,3.00072,1.08262,3.49284,0.0,0.0,18.59842,0.0,0.0,0.0,0.0,1.78852,0.0,0.0,4.14548,4.31872,1.29772,11.1484,0.0,0.0,0.0,1.04776,9.4796,0.0,1.02694,0.0,0.0,0.75991,0.0,0.0,0.0,0.0,0.0,1.68558,0.0,0.0,3.33465,0.00071,2.81047,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25009,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.2977,3.56181,6.83311,0.0,0.0,0.0,8.82755,0.0,4.32892,0.0,0.0,0.0,0.0,1.50343,0.0,0.0,0.0,0.0,0.0,0.0,3.26752,0.0,0.0,2.84724,3.04124,0.0,0.0,3.99104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01127,0.0,9.69277,3.78431,0.0,0.00383,0.0,0.0,0.0,0.0,2.5363,0.0,0.0,2.05138,2.38309,0.0,0.0,0.0,0.0
2024-08-17,4.48794,0.0,3.90216,0.0,0.0,0.0,0.0,0.0,8.5856,2.61721,12.03547,3.93777,5.12788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98304,4.30635,3.69964,4.02123,3.63925,0.0,0.0,0.0,0.0,0.0,3.78662,0.0,1.07373,0.0,0.0,3.94463,0.0,0.0,4.64524,0.0,0.0,9.83237,0.0,0.0,3.70341,2.85881,1.04753,3.4577,0.0,0.0,18.66994,0.0,0.0,0.0,0.0,1.7879,0.0,0.0,4.07424,4.71897,1.32671,6.94049,0.0,0.0,0.0,1.00157,9.47822,0.0,1.01169,0.0,0.0,0.76453,0.0,0.0,0.0,0.0,0.0,1.31189,0.0,0.0,3.34455,0.00073,2.80374,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23336,0.01135,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.27713,3.52632,19.89469,0.0,0.0,0.0,8.87261,0.0,3.30646,0.0,0.0,0.0,0.0,1.49371,0.0,0.0,0.0,0.0,0.0,0.0,3.24243,0.0,0.0,2.8261,3.01852,0.0,0.0,3.4512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,10.62493,3.82492,0.0,0.00383,0.0,0.0,0.0,0.0,2.51749,0.0,0.0,2.05162,2.39428,0.0,0.0,0.0,0.0
2024-08-18,4.49806,0.0,3.85108,0.0,0.0,0.0,0.0,0.0,10.92652,1.58615,9.62554,4.04524,5.56073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07976,3.75084,3.52419,4.10197,3.78828,0.0,0.0,0.0,0.0,0.0,3.78295,0.0,0.95862,0.0,0.0,3.90816,0.0,0.0,4.5075,0.0,0.0,6.80222,0.0,0.0,3.71957,2.91876,1.01442,3.45976,0.0,0.0,18.95673,0.0,0.0,0.0,0.0,1.97184,0.0,0.0,4.00552,3.66048,1.21603,6.8041,0.0,0.0,0.0,1.07758,9.4699,0.0,1.07552,0.0,0.0,0.77689,0.0,0.0,0.0,0.0,0.0,1.2162,0.0,0.0,3.35566,0.0008,2.89108,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96179,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.3365,3.44764,13.4333,0.0,0.0,0.0,12.94406,0.0,3.2576,0.0,0.0,0.0,0.0,1.4852,0.0,0.0,0.0,0.0,0.0,0.0,3.21769,0.0,0.0,2.80458,2.94227,0.0,0.0,3.61751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17183,3.8584,0.0,0.08354,0.0,0.0,0.0,0.0,2.49833,0.0,0.0,2.06586,2.37371,0.0,0.0,0.0,0.0
2024-08-19,4.72043,0.0,3.8387,0.0,0.0,0.0,0.0,0.0,11.60653,3.26781,9.62687,3.59161,7.01118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7249,4.25319,3.55031,4.08445,3.37745,0.0,0.0,0.0,0.0,0.0,3.71803,0.0,1.12938,0.0,0.0,3.95498,0.0,0.0,4.57243,0.0,0.0,6.25989,0.0,0.0,3.81253,2.92532,0.98314,3.85419,0.0,0.0,18.99161,0.0,0.0,0.0,0.0,1.80048,0.0,0.0,3.93898,4.10857,1.28894,6.72727,0.0,0.0,0.0,1.11818,19.66075,0.0,1.13692,0.0,0.0,0.77441,0.0,0.0,0.0,0.0,0.0,1.22572,0.0,0.0,3.38245,0.00077,3.0048,0.0,0.00054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09698,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.3683,2.89384,12.3155,0.0,0.0,0.0,12.64554,0.0,3.18594,0.0,0.0,0.0,0.0,1.47862,0.0,0.0,0.0,0.0,0.0,0.0,3.1932,0.0,0.0,2.78327,2.81038,0.0,0.0,3.2458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.20663,4.05883,0.0,0.53638,0.0,0.0,0.0,0.0,2.47937,0.0,0.0,2.06719,2.37241,0.0,0.0,0.0,0.0
2024-08-20,4.85895,0.0,3.83633,0.0,0.0,0.0,0.0,0.0,8.49988,3.20749,9.74423,3.48659,6.27467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54361,4.15538,3.58062,4.02294,3.16854,0.0,0.0,0.0,0.0,0.0,3.77682,0.0,1.15459,0.0,0.0,3.90705,0.0,0.0,4.38396,0.0,0.0,1.8831,0.0,0.0,3.91912,3.03464,0.95376,3.87988,0.0,0.0,20.54833,0.0,0.0,0.0,0.0,1.81051,0.0,0.0,3.87479,4.38565,1.39094,10.562,0.0,0.0,0.0,1.15452,9.76205,0.0,0.91537,0.0,0.0,0.78097,0.0,0.0,0.0,0.0,0.0,1.5416,0.0,0.0,3.43743,0.00076,3.01828,0.0,0.00054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11019,0.01127,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.34544,2.87522,3.64456,0.0,0.0,0.0,8.79545,0.0,3.12263,0.0,0.0,0.0,0.0,1.45697,0.0,0.0,0.0,0.0,0.0,0.0,3.169,0.0,0.0,2.11985,2.63155,0.0,0.0,3.00296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84753,4.0862,0.0,0.61903,0.0,0.0,0.0,0.0,2.46063,0.0,0.0,2.06695,2.35198,0.0,0.0,0.0,0.0
