name,pool_id
morpho-blue_MC-USDCP_Ethereum,https://yields.llama.fi/chart/babd5655-0aa1-44c4-b94e-978de8812061
morpho-blue_RE7USDC_Base,https://yields.llama.fi/chart/7311a4f0-396d-4db1-82b5-6ab33337716b
euler-v2_USDC_Base,https://yields.llama.fi/chart/2d02765d-1444-46a0-8046-cd7af0c06ac1
morpho-blue_IMF-USDS_Ethereum,https://yields.llama.fi/chart/e9cd1ed9-74c0-4010-b9c7-385153861436
aave-v3_DAI.E_Avalanche,https://yields.llama.fi/chart/3e669ce8-74c5-4fc9-bf85-f40a924c6407
aave-v2_USDC_Polygon,https://yields.llama.fi/chart/745b5b20-c9dc-4d3e-8c74-9fa3d3d81830
aave-v3_DAI_Polygon,https://yields.llama.fi/chart/c57bdc97-3100-41ff-845f-075363f6f5a4
euler-v2_USDT_Ethereum,https://yields.llama.fi/chart/8e41ef65-c599-4750-82a6-b284ddd33635
euler-v2_USDC_Ethereum,https://yields.llama.fi/chart/4059659c-a240-47c3-85a5-69897563d63b
aave-v3_USDC_Polygon,https://yields.llama.fi/chart/37b04faa-95bb-4ccb-9c4e-c70fa167342b
aave-v2_DAI_Polygon,https://yields.llama.fi/chart/3e17f128-d959-4acd-8622-a8f6b57e868d
morpho-blue_BBQDAI_Ethereum,https://yields.llama.fi/chart/bec22d21-6aa4-4358-9f47-fe9027f8ca74
morpho-blue_HUSDT_Ethereum,https://yields.llama.fi/chart/8528b23a-6076-4158-b748-496306c11263
euler-v2_USDT_Ethereum,https://yields.llama.fi/chart/bc244917-e28c-4f10-bfa4-79bf90529023
morpho-blue_CUSDOUSDC_Ethereum,https://yields.llama.fi/chart/1964d01a-aa64-4ec0-a068-1ee3e85fcb40
morpho-blue_MIDASUSDC_Ethereum,https://yields.llama.fi/chart/4f31295b-cda0-4a3d-9c4b-36d69fdd96fb
morpho-blue_SUSDE_Ethereum,https://yields.llama.fi/chart/a3a5cf89-9a9e-4db7-8f6d-1af3d5714d79
morpho-blue_RE7USDCC_Ethereum,https://yields.llama.fi/chart/5b0c7b0b-065f-4717-b8f2-1b1774210249
morpho-blue_PT-SUSDE-27MAR2025_Ethereum,https://yields.llama.fi/chart/abced696-4921-4bcc-9e1a-ac5164833e47
morpho-blue_USDE_Ethereum,https://yields.llama.fi/chart/feac7518-a0a7-4378-ba79-b1b9f4293525
morpho-blue_USDC_Ethereum,https://yields.llama.fi/chart/363b9e0e-28c4-4153-9fff-f2f9ac2d3a3c
morpho-blue_SUSDS_Ethereum,https://yields.llama.fi/chart/9469cde6-65d8-4bbb-ade6-8a89f1728403
morpho-blue_EXMUSDC_Base,https://yields.llama.fi/chart/585d1cb4-4dfe-45bf-b1b9-f761862906c7
fluid-lending_SUSDS_Ethereum,https://yields.llama.fi/chart/cf5e01f8-9e54-4bfe-a411-3ee17683f954
aave-v3_DAI_Arbitrum,https://yields.llama.fi/chart/a8e3d841-2788-4647-ad54-5a36fac451b1
aave-v2_USDT_Polygon,https://yields.llama.fi/chart/5d84ca8b-8c55-4a8a-816e-5f3fe0357bc5
morpho-blue_UUSDC_Base,https://yields.llama.fi/chart/44390fb2-b3ad-46ee-a916-f21289f3cc88
fluid-lending_SUSDS_Arbitrum,https://yields.llama.fi/chart/6269abc0-60e6-4e83-9558-fa957781a763
morpho-blue_SUSDE_Ethereum,https://yields.llama.fi/chart/5822e6a4-29de-4462-8b2b-a14ae31f4da9
morpho-blue_HYPERUSDT_Ethereum,https://yields.llama.fi/chart/88dc8fef-a378-4338-9961-d8f9e178eb04
morpho-blue_9SUSDC11CORE_Ethereum,https://yields.llama.fi/chart/7ba739d5-02dc-4f81-bd54-9855fdbf4e96
fluid-lending_SUSDS_Base,https://yields.llama.fi/chart/ff6bb674-6c5b-43e5-a66a-6a63d06ba7d7
morpho-blue_SAFE-STEAKUSDT_Ethereum,https://yields.llama.fi/chart/26c81c3b-b548-4dd2-9d12-dd9c79a95702
aave-v3_USDC_Arbitrum,https://yields.llama.fi/chart/7aab7b0f-01c1-4467-bc0d-77826d870f19
aave-v3_SDAI_Ethereum,https://yields.llama.fi/chart/a214e900-2bcd-431f-9744-632fa5436fee
morpho-blue_APRUSDC_Base,https://yields.llama.fi/chart/fdfd4a07-e933-4f2a-90f8-f756e8e7e167
morpho-blue_FUSDC_Ethereum,https://yields.llama.fi/chart/268ac5df-e67f-49ce-833b-5bbe28cd9d4d
aave-v3_USDC_Ethereum,https://yields.llama.fi/chart/effcb4a4-4dcb-45e5-935d-f15542c13e6b
morpho-blue_PT-SUSDE-29MAY2025_Ethereum,https://yields.llama.fi/chart/07ba9ce6-f3f0-456d-a310-263eceb1ffe9
aave-v2_USDT.E_Avalanche,https://yields.llama.fi/chart/036fb8a3-c869-43c4-8630-1d5e87ad04be
morpho-blue_BBUSDT_Ethereum,https://yields.llama.fi/chart/043a8330-bc29-4164-aa1c-28de7bf87755
morpho-aave_USDC_Ethereum,https://yields.llama.fi/chart/325ad2d6-70b1-48d7-a557-c2c99a036f87
morpho-blue_PT-SYRUPUSDC-28AUG2025_Ethereum,https://yields.llama.fi/chart/86d22e36-c199-4d86-8210-86516c9a9b6d
morpho-blue_STEAKSUSDS_Base,https://yields.llama.fi/chart/2a3dc803-4f24-4247-ac0f-1d1064da32da
morpho-blue_PT-EUSDE-29MAY2025_Ethereum,https://yields.llama.fi/chart/7c55bae5-e257-468b-a9f6-cf7786c78a04
morpho-blue_SUSDE_Ethereum,https://yields.llama.fi/chart/f93997bb-1a54-45fa-908a-532cd5b142fa
morpho-blue_GTAUSDC_Ethereum,https://yields.llama.fi/chart/25c77668-5435-4ceb-aff5-26a1f10564cb
morpho-blue_USDCRWA_Ethereum,https://yields.llama.fi/chart/ab12cc0f-4296-488e-9ad9-4014d1fadf13
euler-v2_USDC_Ethereum,https://yields.llama.fi/chart/977ccd4b-adca-4940-843f-20aa3a8a025d
morpho-blue_PT-SUSDE-31JUL2025_Ethereum,https://yields.llama.fi/chart/7b440e73-01bd-4479-92cb-c9127b80f0e6
morpho-blue_OHMSUSDS_Ethereum,https://yields.llama.fi/chart/c5d3eebe-8de4-48fa-9601-61ca3f93540e
morpho-blue_RE7USDT_Ethereum,https://yields.llama.fi/chart/1350803f-262c-4c7e-b134-d2f693c7a7c8
morpho-blue_SAFE-STEAKUSDC_Ethereum,https://yields.llama.fi/chart/1636b56a-2820-4468-a70d-41cbace1190f
morpho-blue_STEAKUSDTLITE_Ethereum,https://yields.llama.fi/chart/da824cff-670b-4942-9591-99b004134f73
morpho-blue_PT-SUSDE-27MAR2025_Ethereum,https://yields.llama.fi/chart/9859863a-2752-4253-a6ec-a719e6f2143f
morpho-blue_SUSDS_Ethereum,https://yields.llama.fi/chart/b49603ef-66a4-41bd-8e65-4ad7e59a7840
morpho-blue_SUSDE_Ethereum,https://yields.llama.fi/chart/b45c27e7-225e-407c-8405-1eb29a096bf1
euler-v2_USDC_Ethereum,https://yields.llama.fi/chart/9928e0b1-eb0c-446e-b87c-dc5c228fb2e2
euler-v2_USDT_Ethereum,https://yields.llama.fi/chart/f144facb-fa5c-4435-9938-8fa98ada1062
morpho-blue_STEAKUSDCRWA_Base,https://yields.llama.fi/chart/ba422094-6425-4549-b959-a4eb9afcadcb
morpho-blue_9SUSDCCORE_Ethereum,https://yields.llama.fi/chart/8c7e8993-ab5a-475d-ab6c-a4a38653b9b6
euler-v2_USDC_Ethereum,https://yields.llama.fi/chart/af2343d4-1265-47b1-babf-bfbca90dab56
aave-v2_DAI.E_Avalanche,https://yields.llama.fi/chart/0d2886f3-b838-4dc9-a29a-e11ccc204dc3
morpho-blue_PRUDENTUSDC_Base,https://yields.llama.fi/chart/e56f7444-93cd-43a0-92d9-ffac335a18ba
morpho-blue_PT-USDE-31JUL2025_Ethereum,https://yields.llama.fi/chart/52f30f44-c141-470f-88b3-af7c73cf6bb0
euler-v2_SUSDS_Ethereum,https://yields.llama.fi/chart/13d7721b-1872-4287-8a5e-4cf8421799ad
morpho-blue_PT-SUSDE-29MAY2025_Ethereum,https://yields.llama.fi/chart/1c495ee8-f454-4c6d-af22-9affcfc8c222
morpho-blue_MC.EUSDC_Ethereum,https://yields.llama.fi/chart/c01a1336-88eb-44ff-bf52-a6ce0f81f8b3
morpho-blue_PT-EUSDE-14AUG2025_Ethereum,https://yields.llama.fi/chart/979736e1-b213-4dd9-b8d0-724d0c3fc779
morpho-blue_SAMM-USDC-CUSDO_Base,https://yields.llama.fi/chart/0eef82ff-1357-496a-a881-762ade2bb7ed
morpho-blue_USDE_Ethereum,https://yields.llama.fi/chart/9a3cc3b4-e990-4ee8-abb5-20d36064dce2
morpho-blue_YMVOG-DAI_Ethereum,https://yields.llama.fi/chart/d840607e-278b-48ff-be4b-1696db5c8c17
morpho-blue_SAFE-STEAKUSDC_Base,https://yields.llama.fi/chart/ec325b8b-39d9-4bdc-b74d-c072da1f80c8
morpho-blue_STKCVXCRVUSDCWBTCWETH-MORPHO_Ethereum,https://yields.llama.fi/chart/11c9c35e-3cf5-40c1-9e3e-881e7b215db9
morpho-blue_YMVOG-USDC_Base,https://yields.llama.fi/chart/2ab77a80-5e33-432b-beae-19b35682b59d
morpho-blue_PT-EUSDE-29MAY2025_Ethereum,https://yields.llama.fi/chart/c8d69c66-1e8a-46db-9527-a076fc104576
euler-v2_USDE_Ethereum,https://yields.llama.fi/chart/3bb6a56f-d2cf-4e80-ad33-b0735139a7c5
morpho-blue_STKCVXCRVUSDETHCRV-MORPHO_Ethereum,https://yields.llama.fi/chart/c11c77e0-abd3-4fb8-a889-1694871f7925
morpho-blue_STKCVXCRVCRVUSDTBTCWSTETH-MORPHO_Ethereum,https://yields.llama.fi/chart/f4bb0e79-07b9-434a-9340-a5da72e7ff9e
morpho-blue_PT-SUSDE-27FEB2025_Ethereum,https://yields.llama.fi/chart/c918d01c-bc22-42ba-a6e6-374b9eb94378
morpho-blue_BBQUSDC_Base,https://yields.llama.fi/chart/642ad1f2-4839-4a66-a8ce-0e2dc72516d0
morpho-blue_BBUSDC_Ethereum,https://yields.llama.fi/chart/d31fe043-5d45-4c31-a404-6d971749d678
morpho-blue_GTSUSDSC_Base,https://yields.llama.fi/chart/62a27032-f9fd-40ea-b34d-fa40e20a2942
morpho-blue_RE7USDCP_Ethereum,https://yields.llama.fi/chart/f222b7ba-215e-40ad-afa1-b87fea1367d1
aave-v3_EUSDE_Ethereum,https://yields.llama.fi/chart/fd285112-116d-4061-a807-485e77dcbacf
euler-v2_USDC_Ethereum,https://yields.llama.fi/chart/2bcbbb9a-4f25-4771-b64a-a0c55e0de35b
euler-v2_USDC_Base,https://yields.llama.fi/chart/9862ba13-417e-4baf-a776-92a53e2d3ca3
morpho-blue_HDAI_Ethereum,https://yields.llama.fi/chart/78c2d78a-9037-4d41-beb8-7468fc939e6a
morpho-blue_INDEUSDC_Base,https://yields.llama.fi/chart/74f48019-85ff-4136-a97f-47992012766c
euler-v2_USDC_Ethereum,https://yields.llama.fi/chart/0e65c414-fe31-46da-9b9a-eaa86f5b8235
euler-v2_SUSDE_Ethereum,https://yields.llama.fi/chart/32fb4e7a-5f05-47b0-a2e8-bea4eec17e7b
aave-v3_USDC_Ethereum,https://yields.llama.fi/chart/b6fdb4b4-569c-4e1d-a5a6-ed9885e04c60
morpho-blue_SYRUPUSDC_Ethereum,https://yields.llama.fi/chart/f5219ebd-fbd9-449f-ae74-d65f287d1dd5
morpho-blue_DUPLICATEDKEY.USDC_Ethereum,https://yields.llama.fi/chart/d3b3bbb7-2e4a-4d63-b1c6-2e71b1fc33df
morpho-blue_STEAKUSDCRWA_Ethereum,https://yields.llama.fi/chart/71d0467f-96a6-4d20-9664-33353366da2c
euler-v2_SDAI_Ethereum,https://yields.llama.fi/chart/5bd295b8-754e-46c4-9a6d-b847e8222c28
morpho-blue_PYTHUSDC_Base,https://yields.llama.fi/chart/301667a4-dc42-492d-a978-ea4f69811a72
morpho-blue_MJUSDC_Base,https://yields.llama.fi/chart/57bab251-653c-4da3-b93e-6c5e62a84c85
morpho-aave_USDT_Ethereum,https://yields.llama.fi/chart/1343a280-7812-4bc3-8f98-d1c37e11d271
morpho-blue_PT-SYRUPUSDC-28AUG2025_Ethereum,https://yields.llama.fi/chart/83a5bc01-4b7d-479f-83f9-7097dc598b0f
morpho-compound_USDT_Ethereum,https://yields.llama.fi/chart/6303c3d4-4b56-49ff-9be0-83d4bcdd2574
euler-v2_USDS_Base,https://yields.llama.fi/chart/9b4a4f15-202d-4c4c-acda-a09249c2cd2a
morpho-blue_USDC_Base,https://yields.llama.fi/chart/7e930fdf-5a52-4982-9ce3-0323fede4918
morpho-blue_IONICUSDC_Base,https://yields.llama.fi/chart/49af9322-5f77-42c3-8df5-df86fd6838eb
morpho-blue_USDE_Ethereum,https://yields.llama.fi/chart/c88d4008-f567-44e6-8ac8-a56d4f765a62
morpho-blue_AUSDC_Base,https://yields.llama.fi/chart/91cbf268-40fa-4fe5-9374-208f65b49eb9
morpho-blue_SDAI_Ethereum,https://yields.llama.fi/chart/131f839b-fad9-452d-8371-5452770f34ed
morpho-blue_CERESUSDE_Ethereum,https://yields.llama.fi/chart/a256ac2e-41d7-4766-bb82-4dcc37e548d9
morpho-blue_STKCVXCRVUSDTWBTCWETH-MORPHO_Ethereum,https://yields.llama.fi/chart/6bb4b00c-188f-41a0-8b2d-96ce2a531622
morpho-blue_CSUSDC_Ethereum,https://yields.llama.fi/chart/6163c237-81c8-44a7-8b7a-4448913621ee
morpho-blue_SDAI_Ethereum,https://yields.llama.fi/chart/30133151-0623-4aa9-8607-043d030b4aea
morpho-blue_PT-EUSDE-14AUG2025_Ethereum,https://yields.llama.fi/chart/fcc97a85-d83e-4024-87e1-461fb33032b4
euler-v2_USDC_Ethereum,https://yields.llama.fi/chart/9aebca2c-c84a-4909-b54a-0e5c3090b694
morpho-blue_SUSDS_Ethereum,https://yields.llama.fi/chart/acffc88e-837b-4522-a212-0a694e17b7cc
morpho-blue_ELIXIRUSDC_Ethereum,https://yields.llama.fi/chart/b16ad634-8174-454b-97c4-ca429b1ef58e
morpho-compound_USDC_Ethereum,https://yields.llama.fi/chart/b718e8ee-c749-4152-9f3d-e3f9ff2da564
morpho-compound_DAI_Ethereum,https://yields.llama.fi/chart/1e6a12f5-687c-4ce6-8416-af38f17954ea
morpho-blue_USDE_Ethereum,https://yields.llama.fi/chart/76ecf5e6-d906-49ac-af62-b8fa9f7f3222
morpho-blue_PT-USDS-14AUG2025_Ethereum,https://yields.llama.fi/chart/41d53955-99d3-415a-b969-3e2c84702626
morpho-blue_SUSDE_Ethereum,https://yields.llama.fi/chart/de41ac69-f43f-4b39-a883-8dbf7b738988
morpho-blue_GTUSDCF_Base,https://yields.llama.fi/chart/389ededf-86f1-4e2a-b772-b6e6352de5ab
morpho-blue_MVLUSDC_Ethereum,https://yields.llama.fi/chart/14164b88-14f3-42a4-82e6-e1aa75aa5307
morpho-blue_USDCDOJO_Ethereum,https://yields.llama.fi/chart/d1bee60c-18a8-469f-b8cc-e72a32d8b861
morpho-blue_LUMENUSDC_Base,https://yields.llama.fi/chart/6cd32cbc-60b3-4967-8f8e-54414455ccca
morpho-blue_GTUSDTC_Ethereum,https://yields.llama.fi/chart/ff23bcd7-efbc-41c6-90f8-c883f866dbf6
